Código Seção	Descrição Seção	Código Subclasse	Descrição Subclasse
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5011401	Transporte marítimo de cabotagem - Carga
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5011402	Transporte marítimo de cabotagem - passageiros
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5012201	Transporte marítimo de longo curso - Carga
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5012202	Transporte marítimo de longo curso - Passageiros
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5021101	Transporte por navegação interior de carga, municipal, exceto travessia
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5021102	Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5022001	Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5022002	Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5030101	Navegação de apoio marítimo
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5030102	Navegação de apoio portuário
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5091201	Transporte por navegação de travessia, municipal
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5091202	Transporte por navegação de travessia, intermunicipal
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5099801	Transporte aquaviário para passeios turísticos
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5099899	Outros transportes aquaviários não especificados anteriormente
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5111100	Transporte aéreo de passageiros regular
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5112901	Serviço de táxi aéreo e locação de aeronaves com tripulação
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5112999	Outros serviços de transporte aéreo de passageiros não-regular
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5120000	Transporte aéreo de carga
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5130700	Transporte espacial
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5211701	Armazéns gerais - emissão de warrant
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5211702	Guarda-móveis
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5211799	Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5212500	Carga e descarga
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5221400	Concessionárias de rodovias, pontes, túneis e serviços relacionados
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5222200	Terminais rodoviários e ferroviários
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5223100	Estacionamento de veículos
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5229001	Serviços de apoio ao transporte por táxi, inclusive centrais de chamada
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5229002	Serviços de reboque de veículos
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5229099	Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5231101	Administração da infra-estrutura portuária
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5231102	Operações de terminais
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5232000	Atividades de agenciamento marítimo
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5239700	Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5240101	Operação dos aeroportos e campos de aterrissagem
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5240199	Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5250801	Comissaria de despachos
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5250802	Atividades de despachantes aduaneiros
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5250803	Agenciamento de cargas, exceto para o transporte marítimo
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5250804	Organização logística do transporte de carga
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5250805	Operador de transporte multimodal - OTM
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5310501	Atividades do Correio Nacional
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5310502	Atividades de franqueadas e permissionárias do Correio Nacional
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5320201	Serviços de malote não realizados pelo Correio Nacional
H	TRANSPORTE, ARMAZENAGEM E CORREIO	5320202	Serviços de entrega rápida
I	ALOJAMENTO E ALIMENTAÇÃO	5510801	Hotéis
I	ALOJAMENTO E ALIMENTAÇÃO	5510802	Apart-hotéis
I	ALOJAMENTO E ALIMENTAÇÃO	5510803	Motéis
I	ALOJAMENTO E ALIMENTAÇÃO	5590601	Albergues, exceto assistenciais
I	ALOJAMENTO E ALIMENTAÇÃO	5590602	Campings
I	ALOJAMENTO E ALIMENTAÇÃO	5590603	Pensões (alojamento)
I	ALOJAMENTO E ALIMENTAÇÃO	5590699	Outros alojamentos não especificados anteriormente
I	ALOJAMENTO E ALIMENTAÇÃO	5611201	Restaurantes e similares
I	ALOJAMENTO E ALIMENTAÇÃO	5611202	Bares e outros estabelecimentos especializados em servir bebidas
I	ALOJAMENTO E ALIMENTAÇÃO	5611203	Lanchonetes, casas de chá, de sucos e similares
I	ALOJAMENTO E ALIMENTAÇÃO	5612100	Serviços ambulantes de alimentação
I	ALOJAMENTO E ALIMENTAÇÃO	5620101	Fornecimento de alimentos preparados preponderantemente para empresas
I	ALOJAMENTO E ALIMENTAÇÃO	5620102	Serviços de alimentação para eventos e recepções - bufê
I	ALOJAMENTO E ALIMENTAÇÃO	5620103	Cantinas - serviços de alimentação privativos
I	ALOJAMENTO E ALIMENTAÇÃO	5620104	Fornecimento de alimentos preparados preponderantemente para consumo domiciliar
J	INFORMAÇÃO E COMUNICAÇÃO	5811500	Edição de livros
J	INFORMAÇÃO E COMUNICAÇÃO	5812300	Edição de jornais
J	INFORMAÇÃO E COMUNICAÇÃO	5813100	Edição de revistas
J	INFORMAÇÃO E COMUNICAÇÃO	5819100	Edição de cadastros, listas e outros produtos gráficos
J	INFORMAÇÃO E COMUNICAÇÃO	5821200	Edição integrada à impressão de livros
J	INFORMAÇÃO E COMUNICAÇÃO	5822100	Edição integrada à impressão de jornais
J	INFORMAÇÃO E COMUNICAÇÃO	5823900	Edição integrada à impressão de revistas
J	INFORMAÇÃO E COMUNICAÇÃO	5829800	Edição integrada à impressão de cadastros, listas e outros produtos gráficos
J	INFORMAÇÃO E COMUNICAÇÃO	5911101	Estúdios cinematográficos
J	INFORMAÇÃO E COMUNICAÇÃO	5911102	Produção de filmes para publicidade
J	INFORMAÇÃO E COMUNICAÇÃO	5911199	Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente
J	INFORMAÇÃO E COMUNICAÇÃO	5912001	Serviços de dublagem
J	INFORMAÇÃO E COMUNICAÇÃO	5912002	Serviços de mixagem sonora em produção audiovisual
J	INFORMAÇÃO E COMUNICAÇÃO	5912099	Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente
J	INFORMAÇÃO E COMUNICAÇÃO	5913800	Distribuição cinematográfica, de vídeo e de programas de televisão
J	INFORMAÇÃO E COMUNICAÇÃO	5914600	Atividades de exibição cinematográfica
J	INFORMAÇÃO E COMUNICAÇÃO	5920100	Atividades de gravação de som e de edição de música
J	INFORMAÇÃO E COMUNICAÇÃO	6010100	Atividades de rádio
J	INFORMAÇÃO E COMUNICAÇÃO	6021700	Atividades de televisão aberta
J	INFORMAÇÃO E COMUNICAÇÃO	6022501	Programadoras
J	INFORMAÇÃO E COMUNICAÇÃO	6022502	Atividades relacionadas à televisão por assinatura, exceto programadoras
J	INFORMAÇÃO E COMUNICAÇÃO	6110801	Serviços de telefonia fixa comutada - STFC
J	INFORMAÇÃO E COMUNICAÇÃO	6110802	Serviços de redes de transporte de telecomunicações - SRTT
J	INFORMAÇÃO E COMUNICAÇÃO	6110803	Serviços de comunicação multimídia - SCM
J	INFORMAÇÃO E COMUNICAÇÃO	6110899	Serviços de telecomunicações por fio não especificados anteriormente
J	INFORMAÇÃO E COMUNICAÇÃO	6120501	Telefonia móvel celular
J	INFORMAÇÃO E COMUNICAÇÃO	6120502	Serviço móvel especializado - SME
J	INFORMAÇÃO E COMUNICAÇÃO	6120599	Serviços de telecomunicações sem fio não especificados anteriormente
J	INFORMAÇÃO E COMUNICAÇÃO	6130200	Telecomunicações por satélite
J	INFORMAÇÃO E COMUNICAÇÃO	6141800	Operadoras de televisão por assinatura por cabo
J	INFORMAÇÃO E COMUNICAÇÃO	6142600	Operadoras de televisão por assinatura por microondas
J	INFORMAÇÃO E COMUNICAÇÃO	6143400	Operadoras de televisão por assinatura por satélite
J	INFORMAÇÃO E COMUNICAÇÃO	6190601	Provedores de acesso às redes de comunicações
J	INFORMAÇÃO E COMUNICAÇÃO	6190602	Provedores de voz sobre protocolo internet - VOIP
J	INFORMAÇÃO E COMUNICAÇÃO	6190699	Outras atividades de telecomunicações não especificadas anteriormente
J	INFORMAÇÃO E COMUNICAÇÃO	6201500	Desenvolvimento de programas de computador sob encomenda
J	INFORMAÇÃO E COMUNICAÇÃO	6202300	Desenvolvimento e licenciamento de programas de computador customizáveis
J	INFORMAÇÃO E COMUNICAÇÃO	6203100	Desenvolvimento e licenciamento de programas de computador não-customizáveis
J	INFORMAÇÃO E COMUNICAÇÃO	6204000	Consultoria em tecnologia da informação
J	INFORMAÇÃO E COMUNICAÇÃO	6209100	Suporte técnico, manutenção e outros serviços em tecnologia da informação
J	INFORMAÇÃO E COMUNICAÇÃO	6311900	Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet
J	INFORMAÇÃO E COMUNICAÇÃO	6319400	Portais, provedores de conteúdo e outros serviços de informação na internet
J	INFORMAÇÃO E COMUNICAÇÃO	6391700	Agências de notícias
J	INFORMAÇÃO E COMUNICAÇÃO	6399200	Outras atividades de prestação de serviços de informação não especificadas anteriormente
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6410700	Banco Central
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6421200	Bancos comerciais
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6422100	Bancos múltiplos, com carteira comercial
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6423900	Caixas econômicas
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6424701	Bancos cooperativos
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6424702	Cooperativas centrais de crédito
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6424703	Cooperativas de crédito mútuo
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6424704	Cooperativas de crédito rural
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6431000	Bancos múltiplos, sem carteira comercial
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6432800	Bancos de investimento
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6433600	Bancos de desenvolvimento
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6434400	Agências de fomento
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6435201	Sociedades de crédito imobiliário
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6435202	Associações de poupança e empréstimo
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6435203	Companhias hipotecárias
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6436100	Sociedades de crédito, financiamento e investimento - financeiras
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6437900	Sociedades de crédito ao microempreendedor
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6440900	Arrendamento mercantil
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6450600	Sociedades de capitalização
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6461100	Holdings de instituições financeiras
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6462000	Holdings de instituições não-financeiras
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6463800	Outras sociedades de participação, exceto holdings
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6470101	Fundos de investimento, exceto previdenciários e imobiliários
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6470102	Fundos de investimento previdenciários
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6470103	Fundos de investimento imobiliários
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6491300	Sociedades de fomento mercantil - factoring
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6492100	Securitização de créditos
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6493000	Administração de consórcios para aquisição de bens e direitos
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6499901	Clubes de investimento
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6499902	Sociedades de investimento
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6499903	Fundo garantidor de crédito
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6499904	Caixas de financiamento de corporações
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6499905	Concessão de crédito pelas OSCIP
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6499999	Outras atividades de serviços financeiros não especificadas anteriormente
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6511101	Seguros de vida
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6511102	Planos de auxílio-funeral
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6512000	Seguros não-vida
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6520100	Seguros-saúde
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6530800	Resseguros
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6541300	Previdência complementar fechada
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6542100	Previdência complementar aberta
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6550200	Planos de saúde
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6611801	Bolsa de valores
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6611802	Bolsa de mercadorias
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6611803	Bolsa de mercadorias e futuros
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6611804	Administração de mercados de balcão organizados
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6612601	Corretoras de títulos e valores mobiliários
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6612602	Distribuidoras de títulos e valores mobiliários
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6612603	Corretoras de câmbio
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6612604	Corretoras de contratos de mercadorias
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6612605	Agentes de investimentos em aplicações financeiras
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6613400	Administração de cartões de crédito
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6619301	Serviços de liquidação e custódia
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6619302	Correspondentes de instituições financeiras
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6619303	Representações de bancos estrangeiros
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6619304	Caixas eletrônicos
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6619305	Operadoras de cartões de débito
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6619399	Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6621501	Peritos e avaliadores de seguros
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6621502	Auditoria e consultoria atuarial
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6622300	Corretores e agentes de seguros, de planos de previdência complementar e de saúde
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6629100	Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente
K	ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS	6630400	Atividades de administração de fundos por contrato ou comissão
L	ATIVIDADES IMOBILIÁRIAS	6810201	Compra e venda de imóveis próprios
L	ATIVIDADES IMOBILIÁRIAS	6810202	Aluguel de imóveis próprios
L	ATIVIDADES IMOBILIÁRIAS	6821801	Corretagem na compra e venda e avaliação de imóveis
L	ATIVIDADES IMOBILIÁRIAS	6821802	Corretagem no aluguel de imóveis
L	ATIVIDADES IMOBILIÁRIAS	6822600	Gestão e administração da propriedade imobiliária
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	6911701	Serviços advocatícios
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	6911702	Atividades auxiliares da justiça
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	6911703	Agente de propriedade industrial
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	6912500	Cartórios
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	6920601	Atividades de contabilidade
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	6920602	Atividades de consultoria e auditoria contábil e tributária
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7020400	Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7111100	Serviços de arquitetura
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7112000	Serviços de engenharia
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7119701	Serviços de cartografia, topografia e geodésia
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7119702	Atividades de estudos geológicos
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7119703	Serviços de desenho técnico relacionados à arquitetura e engenharia
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7119704	Serviços de perícia técnica relacionados à segurança do trabalho
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7119799	Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7120100	Testes e análises técnicas
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7210000	Pesquisa e desenvolvimento experimental em ciências físicas e naturais
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7220700	Pesquisa e desenvolvimento experimental em ciências sociais e humanas
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7311400	Agências de publicidade
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7312200	Agenciamento de espaços para publicidade, exceto em veículos de comunicação
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7319001	Criação de estandes para feiras e exposições
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7319002	Promoção de vendas
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7319003	Marketing direto
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7319004	Consultoria em publicidade
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7319099	Outras atividades de publicidade não especificadas anteriormente
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7320300	Pesquisas de mercado e de opinião pública
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7410201	Design
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7410202	Decoração de interiores
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7420001	Atividades de produção de fotografias, exceto aérea e submarina
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7420002	Atividades de produção de fotografias aéreas e submarinas
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7420003	Laboratórios fotográficos
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7420004	Filmagem de festas e eventos
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7420005	Serviços de microfilmagem
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7490101	Serviços de tradução, interpretação e similares
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7490102	Escafandria e mergulho
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7490103	Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7490104	Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7490105	Agenciamento de profissionais para atividades esportivas, culturais e artísticas
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7490199	Outras atividades profissionais, científicas e técnicas não especificadas anteriormente
M	ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	7500100	Atividades veterinárias
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7711000	Locação de automóveis sem condutor
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7719501	Locação de embarcações sem tripulação, exceto para fins recreativos
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7719502	Locação de aeronaves sem tripulação
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7719599	Locação de outros meios de transporte não especificados anteriormente, sem condutor
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7721700	Aluguel de equipamentos recreativos e esportivos
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7722500	Aluguel de fitas de vídeo, DVDs e similares
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7723300	Aluguel de objetos do vestuário, jóias e acessórios
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7729201	Aluguel de aparelhos de jogos eletrônicos
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7729202	Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7729203	Aluguel de material médico
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7729299	Aluguel de outros objetos pessoais e domésticos não especificados anteriormente
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7731400	Aluguel de máquinas e equipamentos agrícolas sem operador
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7732201	Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7732202	Aluguel de andaimes
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7733100	Aluguel de máquinas e equipamentos para escritório
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7739001	Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7739002	Aluguel de equipamentos científicos, médicos e hospitalares, sem operador
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7739003	Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7739099	Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7740300	Gestão de ativos intangíveis não-financeiros
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7810800	Seleção e agenciamento de mão-de-obra
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7820500	Locação de mão-de-obra temporária
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7830200	Fornecimento e gestão de recursos humanos para terceiros
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7911200	Agências de viagens
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7912100	Operadores turísticos
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	7990200	Serviços de reservas e outros serviços de turismo não especificados anteriormente
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	8011101	Atividades de vigilância e segurança privada
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	8011102	Serviços de adestramento de cães de guarda
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	8012900	Atividades de transporte de valores
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	8020000	Atividades de monitoramento de sistemas de segurança
N	ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES	8030700	Atividades de investigação particular
